Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,cc_business_struggles_financial_hardship,cc_contractor_sentiment,cc_contractor_sentiment_issues_score
NC2753,2026-02-27,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NC2753,2026-02-27,Won,No,No,No,No,No,No,No,,,
NC2942,2025-10-02,Won,No,Yes,No,No,Yes,Yes,No,,,
NC3062,,,,,,No,No,No,No,,,
NC3062,2023-03-31,,,,,,,,,,,
NC3062,2024-03-31,,,,,,,,,,,
NC3062,2025-03-31,,,,,,,,,,,
NC3192,2023-05-25,,,,,,,,,,,
NC3342,,,,,,No,No,No,No,,,
NC3342,2023-05-04,,,,,,,,,,,
NC3342,2024-05-04,,,,,,,,,,,
NC3342,2025-05-04,,,,,,,,,,,
NC3466,2024-09-12,Won,No,No,No,No,No,No,No,,,
NC3466,2025-09-12,Won,No,No,No,No,No,No,No,,,
NC3783,2023-08-09,,,,,,,,,,,
NC3894,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NC3894,,,,,,No,No,No,No,,,
NC3894,2023-02-23,,,,,,,,,,,
NC3894,2024-02-23,,,,,,,,,,,
NC3894,2025-02-23,,,,,,,,,,,
NC3894,2026-02-23,,,,,,,,,,,
NC4085,2026-02-13,,,,,,,,,,,
NC4183,2023-08-11,,,,,,,,,,,
NC4312,2024-04-15,,,,,,,,,,,
NC5139,2023-03-08,,,,,,,,,,,
NC5139,2024-03-08,,,,,,,,,,,
NC5139,2025-03-08,,,,,,,,,,,
NC5321,,,,,,No,No,No,No,,,
NC5321,2024-11-18,,,,,,,,,No,Neutral,Not Discussed
NC5321,2025-11-18,,,,,,,,,No,Not Discussed,Not Discussed
NC5345,,,,,,No,No,No,No,,,
NC5345,2025-11-11,,,,,,,,,Yes,Neutral,70
NC5493,,,,,,No,No,No,No,,,
NC5493,2023-06-19,,,,,,,,,,,
NC5493,2024-06-19,,,,,,,,,,,
NC5493,2025-06-19,,,,,,,,,,,
NC5547,2025-03-08,Won,No,Yes,Yes,No,No,No,No,,,
NC5658,2024-09-21,,,,,,,,,,,
NC5660,2024-02-05,,,,,,,,,,,
NC5660,2025-02-05,,,,,,,,,,,
NC5660,2025-05-02,Won,No,No,No,No,No,No,No,,,
NC5691,2024-08-27,Won,No,No,No,No,No,No,No,,,
NC5691,2025-08-27,Won,No,No,No,No,No,No,No,,,
NC5856,,,,,,No,No,No,No,,,
NC5962,,,,,,No,No,No,No,,,
NC5962,2023-06-01,,,,,,,,,,,
NC5962,2024-06-01,,,,,,,,,,,
NC5962,2025-06-01,,,,,,,,,,,
NC5962,2026-06-01,,,,,,,,,,,
NC6050,,,,,,No,No,No,No,,,
NC6050,2024-09-13,,,,,,,,,,,
NC6050,2025-09-13,,,,,,,,,,,
NC6132,,,,,,No,No,No,No,,,
NC6132,2023-04-19,,,,,,,,,,,
NC6132,2024-04-19,,,,,,,,,,,
NC6132,2025-04-19,,,,,,,,,,,
NC6210,2023-06-13,,,,,,,,,,,
NC6210,2024-06-13,,,,,,,,,,,
NC6658,2025-10-01,,,,,,,,,No,Satisfied,90
NC6658,2026-01-10,Won,No,No,No,Yes,Yes,No,No,,,
NC6699,2023-12-06,,,,,,,,,,,
NC6791,,,,,,No,No,No,No,,,
NC6791,2025-01-02,,,,,,,,,,,
NC6791,2026-01-02,,,,,,,,,,,
NC6927,,,,,,No,No,No,No,,,
NC7169,2023-09-10,,,,,,,,,,,
NC7396,2023-11-21,,,,,,,,,,,
NC7396,2024-11-21,,,,,,,,,,,
NC7396,2025-11-21,,,,,,,,,,,
NC7436,2025-10-19,Won,No,No,No,,,,,,,
NC8246,,,,,,No,No,No,No,,,
NC8246,2023-01-21,,,,,,,,,,,
NC8246,2024-01-21,,,,,,,,,,,
NC8246,2025-01-21,,,,,,,,,,,
NC8246,2026-01-21,,,,,,,,,,,
NC8424,2023-09-25,,,,,,,,,,,
NC8424,2024-09-25,Won,No,No,No,No,No,No,No,,,
NC8424,2025-09-25,,,,,,,,,,,
NC8779,2023-04-18,,,,,,,,,,,
NC8779,2024-04-18,,,,,,,,,,,
NC8779,2025-04-18,,,,,,,,,,,
NC8839,2023-05-18,,,,,,,,,,,
NC8839,2024-05-18,Won,No,No,No,,,,,,,
NC8839,2025-05-18,,,,,,,,,,,
NC8943,2025-05-16,Won,No,No,No,No,No,No,No,,,
NC9034,,,,,,No,No,No,No,,,
NC9231,2023-10-06,,,,,,,,,,,
NC9231,2024-06-10,Won,No,No,No,No,No,No,No,,,
NC9231,2024-10-06,,,,,,,,,,,
NC9231,2025-06-10,Won,No,No,No,No,No,No,No,,,
NC9231,2025-10-06,,,,,,,,,,,
NC9756,2023-05-12,,,,,,,,,,,
NC9756,2024-05-12,,,,,,,,,,,
NC9756,2024-12-05,Churned,No,No,No,,,,,,,
NC9760,2024-06-23,,,,,,,,,,,
NC9919,,,,,,No,No,No,No,,,
NC9919,2023-07-12,,,,,,,,,,,
NC9919,2024-07-12,,,,,,,,,,,
NC9919,2025-07-12,,,,,,,,,,,
NC9970,,,,,,No,No,No,No,,,
NC9970,2025-08-20,,,,,,,,,,,
ND0083,,,,,,No,No,No,No,,,
ND0083,2023-10-10,,,,,,,,,,,
ND0083,2024-10-10,,,,,,,,,,,
ND0083,2025-10-10,,,,,,,,,,,
ND0274,,,,,,No,No,No,No,,,
ND0274,2025-05-04,,,,,,,,,,,
ND0282,,,,,,No,No,No,No,,,
ND0449,2023-04-03,,,,,,,,,,,
ND0449,2024-04-03,,,,,,,,,,,
ND0449,2025-03-04,Won,No,No,Yes,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
ND0449,2025-03-04,Won,No,No,Yes,No,No,No,No,,,
ND0449,2025-04-03,,,,,,,,,,,
ND0449,2026-03-04,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
ND0449,2026-03-04,Won,No,No,No,No,No,No,No,,,
ND0449,2026-04-03,,,,,,,,,,,
ND0657,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
ND0657,,,,,,No,No,No,No,,,
ND0657,2025-05-02,,,,,,,,,,,
ND0657,2026-05-02,,,,,,,,,,,
ND0761,2023-06-15,,,,,,,,,,,
ND0878,2024-07-07,Won,No,No,No,No,No,No,No,,,
ND0878,2025-07-07,Won,No,Yes,No,No,No,No,No,,,
ND0990,,,,,,No,No,No,No,,,
ND0997,2026-01-14,Won,No,No,No,No,No,No,No,,,
ND1033,2025-08-13,Won,No,No,Yes,No,No,No,No,,,
ND1301,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
ND1301,,,,,,No,Yes,No,No,,,
ND1301,2025-02-20,,,,,,,,,No,Satisfied,Not Discussed
ND1326,2024-03-27,,,,,,,,,,,
ND1326,2025-03-27,Churned,No,No,No,No,No,No,No,,,
ND1468,2025-05-21,Won,No,No,No,No,No,No,No,,,
ND1707,2024-08-06,Won,No,No,No,No,No,No,No,,,
ND1904,,,,,,No,Yes,No,No,,,
ND1904,2023-07-14,,,,,,,,,,,
ND1904,2024-07-14,,,,,,,,,,,
ND1904,2025-07-14,,,,,,,,,,,
ND1943,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
ND1943,,,,,,No,No,No,No,,,
ND1943,2023-04-03,,,,,,,,,,,
ND1943,2024-04-03,,,,,,,,,,,
ND1943,2025-04-03,,,,,,,,,,,
ND1943,2026-04-03,,,,,,,,,,,
ND2309,,,,,,No,No,No,No,,,
ND2548,2023-06-14,,,,,,,,,,,
ND2548,2024-06-14,,,,,,,,,,,
ND2663,2025-05-22,Won,No,No,No,No,No,No,No,,,
ND2787,,,,,,No,No,No,No,,,
ND3025,2026-01-21,Won,No,No,No,No,No,No,No,,,
ND3203,,,,,,No,No,No,No,,,
ND3203,2026-06-03,,,,,,,,,,,
ND3239,2023-06-07,,,,,,,,,,,
ND3239,2024-06-07,,,,,,,,,,,
ND3239,2024-07-06,Won,No,No,No,,,,,,,
ND3239,2025-06-07,,,,,,,,,,,
ND3255,2023-03-08,,,,,,,,,,,
ND3303,2023-08-28,,,,,,,,,,,
ND3322,2024-08-14,Won,No,No,No,No,No,No,No,,,
ND3436,2025-12-03,Won,No,No,No,No,No,No,No,,,
ND3529,,,,,,No,Yes,No,Yes,,,
ND3529,2023-11-01,,,,,,,,,,,
ND3529,2024-11-01,,,,,,,,,,,
ND3529,2025-11-01,,,,,,,,,,,
ND3767,2023-09-05,,,,,,,,,,,
ND3767,2024-09-05,,,,,,,,,,,
ND3904,2026-01-06,Won,No,Yes,Yes,No,No,No,Yes,,,
ND3982,2023-07-01,,,,,,,,,,,
ND3982,2024-07-01,,,,,,,,,,,
ND3982,2025-07-01,,,,,,,,,,,
ND3982,2026-01-07,Won,No,Yes,No,Yes,Yes,No,No,,,
ND3982,2026-07-01,,,,,,,,,,,
ND4018,2023-01-11,,,,,,,,,,,
ND4018,2024-01-11,,,,,,,,,,,
ND4018,2024-11-01,Won,No,No,No,No,No,No,No,,,
ND4018,2025-01-11,,,,,,,,,,,
ND4018,2025-11-01,Won,No,No,No,No,No,No,No,,,
ND4097,2023-05-31,,,,,,,,,,,
ND4097,2024-05-31,,,,,,,,,,,
ND4097,2025-05-31,,,,,,,,,,,
ND4345,,,,,,No,No,No,No,,,
ND4345,2025-10-06,,,,,,,,,No,Satisfied,Not Discussed
ND4364,,,,,,No,No,No,No,,,
ND4364,2023-01-08,,,,,,,,,,,
ND4364,2024-01-08,,,,,,,,,,,
ND4364,2025-01-08,,,,,,,,,,,
ND4460,2023-04-13,,,,,,,,,,,
ND4460,2024-04-13,,,,,,,,,,,
ND4460,2025-04-13,,,,,,,,,,,
ND4550,2023-03-16,,,,,,,,,,,
ND4575,2025-05-22,Won,No,Yes,No,No,No,No,No,,,
ND4938,,,,,,No,No,No,No,,,
ND4938,2023-08-12,,,,,,,,,,,
ND4938,2024-08-12,,,,,,,,,,,
ND4938,2025-08-12,,,,,,,,,,,
ND4963,,,,,,No,No,No,No,,,
ND4963,2024-04-08,,,,,,,,,,,
ND4963,2025-04-08,,,,,,,,,,,
ND5240,,,,,,No,No,No,No,,,
ND5240,2025-12-15,,,,,,,,,No,Satisfied,Not Discussed
ND5262,2023-04-14,,,,,,,,,,,
ND5262,2024-04-14,,,,,,,,,,,
ND5262,2025-04-14,Won,No,unknown,No,No,No,No,No,,,
ND5317,2024-09-25,,,,,,,,,,,
ND5483,2023-03-24,,,,,,,,,,,
ND5483,2024-03-24,,,,,,,,,,,
ND5504,2025-05-13,,,,,,,,,,,
ND5521,2023-01-06,,,,,,,,,,,
ND5521,2024-01-06,,,,,,,,,,,
ND5521,2025-01-06,,,,,,,,,,,
ND5531,,,,,,No,No,No,No,,,
ND5532,2023-03-15,,,,,,,,,,,
ND5532,2024-03-15,,,,,,,,,,,
ND5532,2025-03-15,Won,No,No,No,No,No,No,No,,,
ND5533,2023-09-27,,,,,,,,,,,
ND5617,2023-02-28,,,,,,,,,,,
ND5617,2024-02-28,,,,,,,,,,,
ND5617,2025-02-28,,,,,,,,,,,
ND5617,2026-02-28,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
ND5617,2026-02-28,Won,No,No,No,Yes,Yes,Yes,No,,,
ND5761,2023-12-12,,,,,,,,,,,
ND5761,2024-12-12,,,,,,,,,,,
ND5894,2023-04-18,,,,,,,,,,,
ND5894,2024-04-18,,,,,,,,,,,
ND5894,2025-04-18,Won,No,unknown,No,No,No,No,No,,,
ND6009,,,,,,No,No,No,No,,,
ND6106,2024-01-19,,,,,,,,,,,
ND6487,2023-05-22,,,,,,,,,,,
ND6657,2025-01-04,Won,No,No,No,Yes,Yes,No,No,,,
ND6657,2025-04-01,,,,,,,,,,,
ND6657,2026-01-04,Won,No,No,No,Yes,Yes,No,No,,,
ND6657,2026-04-01,,,,,,,,,,,
ND7199,,,,,,No,No,No,No,,,
ND7199,2025-07-16,,,,,,,,,,,
ND7200,2024-06-14,Won,No,Yes,Yes,No,Yes,No,No,,,
ND7200,2025-06-14,,,,,,,,,No,Neutral,Not Discussed
ND7567,,,,,,No,No,No,No,,,
ND7567,2023-05-21,,,,,,,,,,,
ND7567,2024-05-21,,,,,,,,,,,
ND7567,2025-05-21,,,,,,,,,,,
ND7968,2024-05-15,,,,,,,,,,,
ND7968,2025-05-15,,,,,,,,,,,
ND8147,2023-10-05,,,,,,,,,,,
ND8284,2023-05-20,,,,,,,,,,,
ND8398,,,,,,No,No,No,No,,,
ND8398,2023-06-24,,,,,,,,,,,
ND8398,2024-06-24,,,,,,,,,,,
ND8398,2025-06-24,,,,,,,,,,,
ND9202,,,,,,No,No,No,No,,,
ND9202,2023-05-26,,,,,,,,,,,
ND9202,2024-05-26,,,,,,,,,,,
ND9202,2025-05-26,,,,,,,,,,,
ND9434,2023-12-08,,,,,,,,,,,
ND9434,2024-12-08,,,,,,,,,,,
ND9434,2025-08-12,Won,No,No,No,No,No,No,No,,,
ND9434,2025-12-08,,,,,,,,,,,
ND9522,2023-04-16,,,,,,,,,,,
ND9522,2024-04-16,,,,,,,,,,,
ND9522,2025-04-16,Won,No,unknown,No,No,No,No,No,,,
ND9594,,,,,,No,No,No,No,,,
ND9594,2023-05-23,,,,,,,,,,,
ND9594,2024-05-23,,,,,,,,,,,
ND9594,2025-05-23,,,,,,,,,,,
ND9801,,,,,,No,No,No,No,,,
ND9825,,,,,,No,No,No,No,,,
ND9825,2025-09-26,,,,,,,,,,,
NE0182,2025-10-26,Won,No,No,No,,,,,No,Satisfied,Not Discussed
NE0435,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NE0435,,,,,,No,No,No,No,,,
NE0435,2025-03-14,,,,,,,,,No,Satisfied,Not Discussed
NE0463,2023-06-29,,,,,,,,,,,
NE0463,2024-06-29,,,,,,,,,,,
NE0463,2025-06-29,Won,No,No,No,,,,,,,
NE0619,2023-12-09,,,,,,,,,,,
NE0619,2024-09-12,Won,No,No,No,No,No,No,No,,,
NE0619,2024-12-09,,,,,,,,,,,
NE0619,2025-09-12,Won,No,No,No,No,No,No,No,,,
NE0619,2025-12-09,,,,,,,,,,,
NE0675,2023-04-13,,,,,,,,,,,
NE0675,2024-04-13,,,,,,,,,,,
NE0675,2025-04-13,Won,No,unknown,Yes,No,No,No,No,,,
NE0743,2023-04-03,,,,,,,,,,,
NE0743,2024-04-03,,,,,,,,,,,
NE0763,2023-07-23,,,,,,,,,,,
NE0763,2024-07-23,Won,No,Yes,No,No,No,No,No,,,
NE0763,2025-07-23,,,,,,,,,,,
NE0776,,,,,,No,No,No,No,,,
NE0780,2023-11-27,,,,,,,,,,,
NE0780,2024-11-27,Won,No,Yes,No,No,No,No,No,,,
NE0780,2025-11-27,,,,,,,,,,,
NE0798,,,,,,No,No,No,No,,,
NE0798,2025-09-19,,,,,,,,,No,Neutral,Not Discussed
NE0858,2024-06-04,Won,No,No,No,No,No,No,No,,,
NE0858,2025-04-06,,,,,,,,,No,Neutral,Not Discussed
NE0858,2025-06-04,Won,No,No,Yes,No,No,No,No,,,
NE1008,2024-01-08,,,,,,,,,,,
NE1008,2025-01-08,,,,,,,,,,,
NE1008,2025-08-01,Won,unknown,No,No,No,No,No,No,,,
NE1152,,,,,,No,No,No,No,,,
NE1216,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NE1216,,,,,,No,No,No,No,,,
NE1216,2024-02-24,,,,,,,,,,,
NE1216,2025-02-24,,,,,,,,,,,
NE1216,2026-02-24,,,,,,,,,,,
NE1628,2024-12-21,,,,,,,,,,,
NE1628,2025-12-21,Won,No,No,Yes,No,No,No,No,,,
NE1746,2024-07-04,Won,No,No,No,No,Yes,No,No,,,
NE1746,2025-04-07,,,,,,,,,No,Neutral,Not Discussed
NE1746,2025-07-04,Won,No,No,No,No,Yes,No,No,,,
NE2108,2025-08-14,Won,No,No,No,Yes,Yes,Yes,No,No,Neutral,Not Discussed
NE2513,2023-09-29,,,,,,,,,,,
NE2513,2024-09-29,,,,,,,,,,,
NE2513,2025-09-29,Won,No,No,No,No,No,No,No,,,
NE2673,2023-11-09,,,,,,,,,,,
NE2673,2024-09-11,Won,No,No,No,No,No,No,No,,,
NE2673,2024-11-09,,,,,,,,,,,
NE2673,2025-09-11,Won,No,No,No,No,No,No,No,,,
NE2673,2025-11-09,,,,,,,,,,,
NE2701,2023-01-22,,,,,,,,,,,
NE2701,2024-01-22,,,,,,,,,,,
NE2701,2025-01-22,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NE2701,2025-01-22,Won,No,No,No,No,No,No,No,,,
NE2701,2026-01-22,,,,,,,,,,,
NE2942,2024-09-01,,,,,,,,,,,
NE2942,2025-09-01,,,,,,,,,,,
NE2942,2026-09-01,,,,,,,,,,,
NE2961,,,,,,No,No,No,No,,,
NE2961,2025-06-21,,,,,,,,,No,Neutral,Not Discussed
NE3064,2023-11-01,,,,,,,,,,,
NE3064,2024-11-01,,,,,,,,,,,
NE3064,2025-11-01,,,,,,,,,,,
NE3064,2026-11-01,,,,,,,,,,,
NE3303,2023-01-15,,,,,,,,,,,
NE3303,2024-01-15,,,,,,,,,,,
NE3303,2025-01-15,,,,,,,,,,,
NE3303,2026-01-15,Won,No,No,No,No,No,No,No,,,
NE4020,,,,,,No,No,No,No,,,
NE4020,2023-04-22,,,,,,,,,,,
NE4020,2024-04-22,,,,,,,,,,,
NE4020,2025-04-22,,,,,,,,,,,
NE4139,2023-01-20,,,,,,,,,,,
NE4397,,,,,,No,No,No,No,,,
NE4397,2025-08-20,,,,,,,,,,,
NE4692,2023-10-04,,,,,,,,,,,
NE4692,2024-10-04,,,,,,,,,,,
NE4692,2025-04-10,Churned,Yes,unknown,Yes,No,No,No,No,,,
NE4692,2025-10-04,,,,,,,,,,,
NE5111,,,,,,No,No,No,No,,,
NE5111,2024-01-12,,,,,,,,,,,
NE5111,2025-01-12,,,,,,,,,,,
NE5211,2023-11-04,,,,,,,,,,,
NE5369,2025-01-23,Won,No,No,No,No,No,No,No,,,
NE5369,2026-01-23,Won,No,Yes,No,No,No,No,No,No,Satisfied,Not Discussed
NE5403,2024-11-29,Won,No,No,No,No,No,No,No,,,
NE5403,2025-11-29,,,,,,,,,,,
NE5444,,,,,,No,No,No,No,,,
NE5454,,,,,,No,No,No,No,,,
NE5454,2025-09-25,,,,,,,,,No,Satisfied,90
NE5816,2025-04-27,Won,No,unknown,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NE5932,2023-09-12,,,,,,,,,,,
NE5932,2024-09-12,,,,,,,,,,,
NE6001,2025-05-23,Won,No,No,No,No,No,No,No,,,
NE6325,2025-01-02,Won,No,No,No,No,No,No,No,,,
NE6325,2025-02-01,,,,,,,,,,,
NE6325,2026-02-01,,,,,,,,,,,
NE6358,,,,,,No,Yes,Yes,No,,,
NE6358,2026-08-01,,,,,,,,,,,
NE6410,2023-10-05,,,,,,,,,,,
NE6574,2025-02-28,,,,,,,,,,,
NE6574,2026-02-28,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NE6574,2026-02-28,Won,No,No,No,No,No,No,No,,,
NE6649,2023-04-20,,,,,,,,,,,
NE6649,2024-04-20,,,,,,,,,,,
NE6649,2025-04-20,Won,No,unknown,Yes,No,No,No,No,,,
NE6677,,,,,,No,No,No,No,,,
NE6677,2025-05-24,,,,,,,,,No,Satisfied,100
NE6682,2026-01-02,Won,No,No,No,,,,,,,
NE6682,2026-02-01,,,,,,,,,,,
NE6764,2023-05-28,,,,,,,,,,,
NE6888,2023-04-23,,,,,,,,,,,
NE6888,2024-04-23,,,,,,,,,,,
NE6888,2025-04-23,,,,,,,,,,,
NE7164,2025-12-05,Won,No,No,No,No,No,No,No,,,
NE7242,,,,,,No,No,No,No,,,
NE7490,2023-08-04,,,,,,,,,,,
NE7490,2024-08-04,,,,,,,,,,,
NE7490,2025-04-08,Won,No,unknown,No,No,No,No,No,,,
NE7490,2025-08-04,,,,,,,,,,,
NE7554,2023-02-19,,,,,,,,,,,
NE7554,2024-02-19,,,,,,,,,,,
NE7885,,,,,,No,No,No,No,,,
NE7959,,,,,,No,No,No,Yes,,,
NE7959,2024-02-13,,,,,,,,,,,
NE7959,2025-02-13,,,,,,,,,,,
NE8007,,,,,,No,No,No,No,,,
NE8007,2025-07-19,,,,,,,,,,,
NE8083,,,,,,No,No,No,No,,,
NE8083,2023-05-29,,,,,,,,,,,
NE8083,2024-05-29,,,,,,,,,,,
NE8083,2025-05-29,,,,,,,,,,,
NE8446,2023-02-22,,,,,,,,,,,
NE8455,,,,,,No,No,No,No,,,
NE8455,2023-04-08,,,,,,,,,,,
NE8455,2024-04-08,,,,,,,,,,,
NE8455,2025-04-08,,,,,,,,,,,
NE8622,2023-02-23,,,,,,,,,,,
NE8622,2024-02-23,,,,,,,,,,,
NE8622,2025-02-23,,,,,,,,,,,
NE8622,2026-02-23,Won,No,No,No,No,No,No,No,,,
NE8687,2023-10-31,,,,,,,,,,,
NE8687,2024-10-31,,,,,,,,,,,
NE8687,2025-10-31,Won,No,Yes,No,No,No,No,No,,,
NE8876,,,,,,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NE8876,,,,,,No,No,No,No,,,
NE8876,2024-02-03,,,,,,,,,,,
NE8876,2025-02-03,,,,,,,,,,,
NE8915,,,,,,No,No,No,No,,,
NE8940,,,,,,No,No,No,No,,,
NE8940,2025-11-29,,,,,,,,,,,
NE9013,2024-03-27,,,,,,,,,,,
NE9013,2025-03-27,Won,No,unknown,No,No,No,No,No,,,
NE9022,,,,,,No,No,No,No,,,
NE9022,2023-09-10,,,,,,,,,,,
NE9022,2024-09-10,,,,,,,,,,,
NE9022,2025-09-10,,,,,,,,,,,
NE9154,,,,,,No,Yes,Not Discussed,No,,,
NE9154,2024-02-20,,,,,,,,,,,
NE9154,2025-02-20,,,,,,,,,,,
NE9518,2023-02-21,,,,,,,,,,,
NE9518,2024-02-21,,,,,,,,,,,
NE9592,,,,,,No,No,No,No,,,
NE9592,2023-06-04,,,,,,,,,,,
NE9592,2024-06-04,,,,,,,,,,,
NE9592,2025-06-04,,,,,,,,,,,
NE9619,,,,,,No,No,No,No,,,
NE9619,2023-05-16,,,,,,,,,,,
NE9619,2024-05-16,,,,,,,,,,,
NE9619,2025-05-16,,,,,,,,,,,
NE9756,,,,,,No,No,No,No,,,
NE9809,,,,,,No,No,No,No,,,
NF0012,2025-09-09,Won,No,No,No,No,No,No,No,,,
NF0234,2023-12-31,,,,,,,,,,,
NF0349,,,,,,No,No,No,No,,,
NF0492,2023-07-19,,,,,,,,,,,
NF0492,2024-07-19,,,,,,,,,,,
NF0492,2025-07-19,,,,,,,,,,,
NF0588,2023-05-31,,,,,,,,,,,
NF0588,2024-05-31,,,,,,,,,,,
NF0588,2025-05-31,,,,,,,,,,,
NF0712,,,,,,No,No,No,No,,,
NF0712,2023-11-18,,,,,,,,,,,
NF0712,2024-11-18,,,,,,,,,,,
NF0712,2025-11-18,,,,,,,,,,,
NF0818,2023-11-20,,,,,,,,,,,
NF0818,2024-11-20,,,,,,,,,,,
NF0818,2025-11-20,,,,,,,,,,,
NF0827,2024-05-28,Won,No,No,No,No,No,No,No,,,
NF0827,2025-05-28,Won,No,Yes,No,No,No,No,No,No,Satisfied,90
NF0864,2023-08-01,,,,,,,,,,,
NF1047,2023-05-15,,,,,,,,,,,
NF1047,2024-05-15,Won,No,No,No,No,No,No,No,,,
NF1047,2025-05-15,,,,,,,,,,,
NF1190,,,,,,No,No,No,No,,,
NF1190,2023-05-04,,,,,,,,,,,
NF1190,2024-05-04,,,,,,,,,,,
NF1190,2025-05-04,,,,,,,,,,,
NF1429,2023-09-14,,,,,,,,,,,
NF1429,2024-09-14,,,,,,,,,,,
NF1429,2025-09-14,,,,,,,,,,,
NF1498,2025-04-11,,,,,,,,,No,Satisfied,90
NF1498,2025-11-04,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NF1615,2023-06-02,,,,,,,,,,,
NF1801,2025-01-05,Won,No,No,No,No,No,No,No,,,
NF2040,2023-03-12,,,,,,,,,,,
NF2040,2024-03-12,,,,,,,,,,,
NF2040,2025-03-12,,,,,,,,,,,
NF2040,2025-12-03,Won,No,No,No,No,No,No,No,,,
NF2318,,,,,,No,No,No,No,,,
NF2318,2023-03-06,,,,,,,,,,,
NF2318,2024-03-06,,,,,,,,,,,
NF2318,2025-03-06,,,,,,,,,,,
NF2385,2023-03-11,,,,,,,,,,,
NF2385,2024-03-11,,,,,,,,,,,
NF2385,2025-03-11,,,,,,,,,,,
NF2500,2024-05-31,Won,No,No,Yes,,,,,,,
NF2739,2023-05-30,,,,,,,,,,,
NF2859,2025-04-10,Churned,No,unknown,No,No,No,No,Yes,,,
NF2859,2025-10-04,,,,,,,,,,,
NF2946,2023-06-30,,,,,,,,,,,
NF2946,2024-06-30,,,,,,,,,,,
NF2946,2025-06-30,Won,No,No,No,No,No,No,No,,,
NF2996,2023-10-06,,,,,,,,,,,
NF2996,2024-10-06,,,,,,,,,,,
NF2996,2025-10-06,,,,,,,,,,,
NF3133,2023-03-24,,,,,,,,,,,
NF3133,2024-03-24,,,,,,,,,,,
NF3133,2025-03-24,,,,,,,,,,,
NF3167,,,,,,No,No,No,No,,,
NF3167,2025-03-19,,,,,,,,,,,
NF3217,,,,,,No,No,No,No,,,
NF3217,2023-05-28,,,,,,,,,,,
NF3217,2024-05-28,,,,,,,,,,,
NF3217,2025-05-28,,,,,,,,,,,
NF3474,,,,,,No,No,No,No,,,
NF3474,2023-08-15,,,,,,,,,,,
NF3474,2024-08-15,,,,,,,,,,,
NF3474,2025-08-15,,,,,,,,,,,
NF3630,2026-03-03,Won,No,No,No,Yes,Yes,Yes,No,,,
NF3934,2023-05-28,,,,,,,,,,,
NF3934,2024-05-28,,,,,,,,,,,
NF3934,2025-05-28,,,,,,,,,,,
NF3952,2023-01-03,,,,,,,,,,,
NF3952,2024-01-03,,,,,,,,,,,
NF3952,2025-01-03,,,,,,,,,,,
NF3952,2026-01-03,,,,,,,,,,,
NF3952,2026-03-01,Won,No,No,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,,,
NF3952,2026-03-01,Won,No,No,No,No,No,No,No,,,
NF3963,2024-04-08,,,,,,,,,,,
NF3963,2025-04-08,,,,,,,,,,,
NF3963,2025-08-04,Won,No,No,No,,,,,,,
NF4395,,,,,,No,No,No,No,,,
NF4395,2025-04-12,,,,,,,,,,,
NF4483,2023-12-17,,,,,,,,,,,
NF4899,2023-02-16,,,,,,,,,,,
NF4899,2024-02-16,,,,,,,,,,,
NF4899,2025-02-16,Won,No,No,No,No,No,No,No,,,
NF4899,2026-02-16,,,,,,,,,,,
NF5057,2023-02-23,,,,,,,,,,,
NF5057,2024-02-23,,,,,,,,,,,
NF5386,2023-08-27,,,,,,,,,,,
NF5431,,,,,,No,No,No,No,,,
NF5431,2026-01-26,,,,,,,,,,,
NF5596,2023-06-04,,,,,,,,,,,
NF5596,2024-06-04,,,,,,,,,,,
NF5598,2023-11-27,,,,,,,,,,,
NF5598,2024-11-27,,,,,,,,,,,
NF5598,2025-11-27,,,,,,,,,,,
NF5616,2024-08-06,Won,No,No,No,No,No,No,No,,,
NF5616,2025-06-08,,,,,,,,,No,Neutral,Not Discussed
NF5731,2023-05-28,,,,,,,,,,,
NF5970,2023-09-02,,,,,,,,,,,
NF5970,2024-09-02,,,,,,,,,,,
