Co_Ref,Prospect_Renewal_Date,Prospect_Outcome,Renewal_Impact_Due_to_Price_Increase,Other_Complaint,Mentioned_Competitors
OU0008,2024-10-10,Won,No,No,No
OU0721,2025-07-07,Won,No,No,No
OU0836,2024-11-11,Won,No,No,No
OU0969,2024-08-26,Won,No,No,No
OU1109,2026-01-14,Won,No,No,No
OU1156,2025-01-28,Won,No,No,No
OU1567,2024-04-21,Churned,Yes,Yes,No
OU1713,2025-12-04,Won,No,No,No
OU2713,2026-02-25,Churned,Yes,No,No
OU3287,2024-05-31,Won,No,No,No
OU3344,2025-03-17,Won,No,No,No
OU3995,2025-11-21,Won,No,No,No
OU4038,2024-12-13,Won,No,Yes,No
OU4208,2025-06-15,Won,No,Yes,No
OU4617,2025-01-08,Won,No,No,No
OU4617,2026-01-08,Won,No,No,No
OU4660,2025-11-01,Won,No,No,No
OU4982,2025-02-02,Won,No,No,No
OU5566,2025-02-05,Won,No,No,No
OU5566,2026-02-05,Won,No,No,No
OU5992,2025-11-17,Won,No,No,No
OU7767,2024-11-15,Won,No,No,No
OU7767,2025-11-15,Won,No,No,No
OU8121,2024-07-31,Won,No,Yes,No
OU8597,2024-06-13,Won,No,No,No
OU8656,2025-11-21,Won,No,No,No
OU8723,2026-01-15,Won,No,No,No
OU9847,2025-10-04,Won,No,No,No
OV0115,2024-05-31,Won,No,No,No
OV0191,2024-05-30,Won,No,No,No
OV0272,2024-08-07,Won,No,No,No
OV0272,2025-08-07,Won,No,No,No
OV0737,2025-11-06,Churned,No,No,No
OV0744,2025-09-05,Won,No,No,No
OV1002,2025-04-08,Won,No,unknown,No
OV1352,2025-08-09,Won,No,Yes,Yes
OV2509,2024-07-03,Won,No,No,No
OV3234,2025-11-14,Won,No,No,No
OV3257,2026-03-06,Won,No,No,No
OV3357,2026-01-05,Won,No,Yes,No
OV6083,2025-11-13,Won,No,No,No
OV6129,2025-03-26,Won,No,unknown,No
OV6733,2024-05-29,Won,No,No,No
OV6849,2025-02-23,Won,No,No,No
OV7203,2024-08-02,Won,No,No,No
OV7203,2025-08-02,Churned,No,No,Yes
OV8007,2025-07-17,Won,No,Yes,No
OV8464,2025-07-31,Won,No,No,No
OV8721,2025-07-02,Won,No,No,No
OV9000,2024-07-15,Won,No,Yes,No
OV9283,2024-11-08,Churned,No,No,No
OV9642,2025-03-15,Churned,No,No,No
OW0780,2025-05-10,Won,No,No,Yes
OW1629,2024-05-21,Won,No,Yes,No
OW2222,2024-10-11,Won,No,unknown,No
OW2346,2024-09-18,Won,No,No,No
OW2457,2025-08-31,Won,No,No,No
OW2955,2024-04-24,Won,No,No,No
OW2992,2025-10-16,Won,No,Yes,No
OW3560,2025-03-09,Churned,Yes,No,Yes
OW3589,2025-06-17,Won,No,No,No
OW5692,2024-05-31,Won,No,No,No
OW5730,2024-06-29,Won,No,No,No
OW5730,2025-06-29,Won,No,No,No
OW6920,2024-11-15,Won,No,No,No
OW7161,2025-12-09,Won,No,No,No
OW8799,2025-05-16,Won,No,Yes,No
OW8808,2025-08-09,Won,No,No,No
OW9018,2026-01-30,Won,No,No,No
OW9552,2025-01-13,Won,No,No,No
OX0120,2025-06-27,Won,No,No,No
OX0378,2024-07-31,Won,No,No,No
OX0472,2024-12-07,Won,No,No,No
OX0550,2024-08-14,Won,No,No,No
OX0826,2024-05-31,Won,No,No,No
OX0829,2026-02-10,Won,No,No,No
OX0932,2024-11-08,Won,No,No,Yes
OX2106,2024-12-20,Churned,No,No,No
OX2158,2024-10-10,Won,No,No,No
OX2158,2025-10-10,Won,No,No,No
OX2159,2024-06-30,Won,No,No,No
OX2347,2025-03-16,Won,No,No,No
OX3552,2026-03-10,Won,No,No,No
OX3572,2025-01-21,Won,No,No,No
OX4127,2025-06-24,Churned,No,No,No
OX4190,2024-09-26,Won,No,No,Yes
OX4536,2025-11-06,Won,No,No,No
OX4753,2025-03-21,Won,No,unknown,No
OX5190,2026-02-28,Won,No,No,No
OX5252,2025-03-25,Won,No,unknown,No
OX7463,2024-12-09,Won,No,Yes,No
OX7491,2025-05-21,Won,No,No,No
OX7606,2025-11-15,Won,No,No,No
OX8100,2025-04-29,Won,No,No,No
OX9380,2025-10-17,Won,No,No,No
OX9554,2024-12-22,Won,No,No,No
OX9623,2024-07-24,Won,No,No,No
OY0274,2025-01-08,Won,No,No,No
OY0510,2025-06-04,Won,No,No,No
OY0692,2025-03-01,Won,No,No,No
OY1103,2024-08-21,Won,No,No,No
OY1103,2025-08-21,Won,No,No,No
OY1407,2025-03-16,Won,No,No,No
OY2398,2024-11-15,Won,No,unknown,No
OY2999,2024-06-07,Won,No,No,No
OY3270,2025-03-08,Won,No,No,No
OY3270,2026-03-08,Won,No,No,No
OY3514,2024-10-05,Churned,No,No,Yes
OY3693,2024-06-12,Won,No,No,No
OY3832,2025-03-22,Churned,Yes,Yes,Yes
OY3915,2025-02-13,Won,No,Yes,No
OY4458,2025-07-26,Won,No,No,No
OY4523,2025-06-27,Won,No,No,No
OY4702,2024-07-29,Won,Yes,Yes,No
OY4768,2024-05-05,Churned,No,No,No
OY4909,2024-10-31,Won,No,No,No
OY4909,2025-10-31,Won,No,No,No
OY5013,2026-01-14,Won,No,No,No
OY5470,2025-01-18,Churned,No,No,No
OY6223,2025-08-13,Won,No,No,No
OY6286,2025-05-10,Won,No,No,No
OY6609,2025-04-07,Won,No,unknown,No
OY6724,2026-01-28,Won,No,No,No
OY6809,2025-07-21,Won,Yes,Yes,Yes
OY7364,2025-05-02,Won,No,No,No
OY7680,2024-05-12,Won,No,No,No
OY7680,2025-05-12,Won,No,No,No
OY7731,2024-11-08,Won,No,No,No
OY8463,2025-08-14,Churned,No,Yes,No
OY9323,2024-05-10,Won,No,No,No
OY9353,2025-03-22,Won,No,Yes,No
OY9353,2026-03-22,Won,No,No,No
OY9607,2025-07-05,Won,No,No,No
OZ0431,2026-01-16,Churned,No,No,No
OZ0787,2025-04-02,Won,No,unknown,No
OZ1198,2025-04-19,Won,No,unknown,No
OZ3071,2025-01-04,Won,No,No,No
OZ3118,2026-01-10,Won,No,Yes,No
OZ3222,2024-06-28,Won,No,No,No
OZ3512,2025-11-14,Won,No,No,No
OZ3549,2026-02-06,Won,No,No,No
OZ3764,2025-09-30,Won,No,No,No
OZ3894,2025-08-21,Won,No,No,No
OZ4335,2024-11-16,Won,No,No,No
OZ4335,2025-11-16,Won,No,No,No
OZ4390,2026-01-12,Won,No,No,No
OZ5623,2024-05-17,Won,No,No,No
OZ6523,2024-06-04,Won,No,No,Yes
OZ6540,2024-05-06,Won,No,No,No
OZ6624,2025-02-27,Won,No,No,No
OZ7001,2026-01-14,Won,No,Yes,Yes
OZ7238,2024-11-18,Won,No,No,Yes
OZ7276,2025-06-13,Won,No,No,No
OZ7713,2024-06-22,Won,No,No,No
OZ8081,2024-06-19,Won,No,No,No
OZ8090,2025-04-16,Won,No,No,No
OZ8328,2025-11-16,Churned,No,No,No
OZ8473,2024-10-15,Won,No,No,No
OZ8473,2025-10-15,Won,No,No,Yes
OZ8913,2024-08-11,Won,No,No,No
OZ9152,2025-08-15,Won,No,No,No
OZ9395,2025-09-28,Won,No,No,No
OZ9592,2025-01-25,Won,No,No,No
OZ9592,2025-01-25,Won,No,No,No
OZ9703,2025-04-01,Won,No,unknown,No
PA0809,2024-05-30,Churned,No,No,No
PA2365,2026-01-06,Won,No,Yes,No
PA3410,2025-04-25,Won,No,No,No
PA3464,2025-10-25,Won,No,No,No
PA4646,2025-11-15,Won,No,No,No
PA4874,2025-09-03,Won,No,No,No
PA4888,2025-02-26,Won,No,No,No
PA5252,2024-12-15,Won,No,Yes,No
PA5252,2025-12-15,Won,No,No,No
PA5768,2024-11-17,Won,No,No,No
PA5768,2025-11-17,Won,No,No,No
PA5844,2025-06-05,Won,No,No,No
PA6475,2026-03-07,Won,No,No,No
PA6600,2025-10-08,Won,No,Yes,Yes
PA6608,2024-06-15,Won,No,No,No
PA7159,2024-09-22,Won,No,No,No
PA7159,2025-09-22,Churned,No,No,No
PA7271,2025-04-13,Won,No,unknown,No
PA7517,2024-08-17,Won,No,No,No
PA8210,2024-06-28,Won,No,Yes,No
PA8404,2025-04-26,Won,No,No,No
PA8835,2024-05-26,Churned,unknown,No,No
PA8959,2026-02-09,Won,No,No,No
PA9429,2024-04-28,Won,No,Yes,No
PA9429,2025-04-28,Won,No,Yes,No
PA9787,2025-12-12,Won,No,No,Yes
PB0902,2024-12-21,Won,No,No,No
PB1341,2025-11-30,Won,No,No,No
PB1745,2024-08-08,Won,No,Yes,No
PB2442,2025-01-17,Won,No,No,No
PB2442,2026-01-17,Won,No,No,No
PB3359,2025-01-14,Won,No,No,No
PB3658,2025-07-05,Won,No,Yes,No
PB3695,2024-07-20,Won,No,Yes,No
PB3955,2024-07-21,Won,No,No,No
PB4116,2025-04-25,Won,No,No,No
PB4421,2025-08-28,Won,No,No,No
PB4530,2024-05-30,Churned,No,No,No
PB4557,2024-09-05,Won,No,No,Yes
PB4687,2024-07-13,Won,No,No,No
PB5404,2026-02-04,Won,No,No,No
PB6413,2025-02-27,Won,No,No,No
PB6413,2026-02-27,Won,No,No,No
PB6444,2024-07-05,Won,No,No,No
PB6444,2025-07-05,Won,Yes,Yes,No
PB6475,2025-08-07,Won,Yes,No,No
PB6482,2025-02-17,Won,No,No,No
PB6572,2025-07-06,Won,No,No,No
PB6592,2025-03-12,Won,No,No,No
PB6863,2025-04-28,Won,No,Yes,No
PB7214,2024-12-18,Churned,No,No,No
PB7794,2025-02-07,Won,No,No,No
PB7918,2024-12-01,Won,No,No,No
PC0012,2025-10-25,Won,Yes,No,No
PC0600,2025-06-10,Won,No,No,No
PC1061,2024-11-10,Churned,No,No,Yes
PC1066,2024-08-07,Churned,No,No,No
PC1218,2024-07-11,Won,No,No,No
PC1218,2025-07-11,Won,No,No,No
PC1897,2024-11-07,Won,No,No,No
PC1897,2025-11-07,Won,No,No,No
PC2096,2024-10-12,Won,No,No,No
PC2570,2025-12-21,Won,No,No,No
PC3486,2025-11-03,Won,No,No,No
PC3796,2025-02-02,Won,No,No,No
PC4661,2024-12-17,Won,No,No,No
PC4725,2025-06-04,Won,No,No,No
PC4783,2025-03-09,Won,No,No,No
PC5209,2024-05-10,Won,No,No,No
PC5227,2025-02-06,Won,No,No,No
PC5425,2025-05-20,Won,No,No,No
PC5506,2024-07-26,Won,No,No,No
PC5506,2025-07-26,Won,No,Yes,No
PC6604,2024-06-15,Churned,No,Yes,No
PC6683,2024-08-25,Won,No,No,No
PC6683,2025-08-25,Won,No,No,No
PC6982,2025-01-05,Won,No,No,No
PC7225,2024-10-11,Won,No,No,No
PC7225,2025-10-11,Won,No,No,No
PC7287,2024-08-10,Won,No,No,No
PC7354,2024-10-31,Won,No,No,No
PC7354,2025-10-31,Won,No,No,Yes
PC7474,2024-07-21,Won,No,No,No
PC7832,2025-09-25,Won,No,Yes,No
PC7853,2025-07-24,Won,No,No,No
PC8022,2025-05-08,Won,No,No,No
PC9100,2025-12-04,Won,No,No,No
PD0461,2024-07-06,Won,No,No,No
PD0658,2026-01-13,Won,No,No,No
PD1656,2024-08-17,Won,No,Yes,No
PD1656,2025-08-17,Won,No,No,No
PD1747,2024-09-19,Won,No,Yes,No
PD1846,2025-03-18,Won,No,Yes,No
PD2612,2024-09-23,Won,No,No,No
PD2902,2024-07-12,Churned,No,Yes,No
PD3664,2025-01-17,Won,No,No,No
PD3683,2025-08-08,Won,No,No,No
PD3807,2025-10-03,Won,No,No,No
PD4285,2024-07-07,Won,No,Yes,No
PD4521,2026-03-04,Won,No,No,No
PD4913,2025-10-31,Won,No,No,No
PD5595,2024-08-09,Won,No,No,No
PD5734,2025-11-12,Won,No,No,No
PD5911,2026-02-02,Won,No,No,No
PD6645,2025-12-20,Won,No,No,No
PD7268,2025-08-10,Won,No,No,No
PD7392,2025-03-26,Won,No,No,No
PD7781,2025-11-05,Won,No,No,No
PD7976,2025-01-08,Won,No,No,No
PD8215,2025-01-23,Won,No,No,No
PD8215,2026-01-23,Won,No,No,No
PD8348,2025-06-06,Won,No,No,No
PD8463,2024-08-10,Won,No,Yes,No
PD9308,2025-07-09,Won,No,No,No
PD9763,2025-05-24,Won,No,No,No
PD9951,2025-09-09,Won,No,No,No
PE1551,2024-11-02,Won,No,No,No
PE1551,2025-11-02,Won,No,No,No
PE1784,2024-06-10,Won,No,No,No
PE1933,2025-01-27,Won,No,No,No
PE2756,2025-01-07,Won,No,No,No
PE2927,2024-09-15,Churned,No,No,Yes
PE3266,2024-07-23,Won,No,No,No
PE3491,2025-11-28,Won,No,Yes,Yes
PE3537,2024-11-22,Won,No,Yes,Yes
PE3624,2025-02-16,Won,No,No,No
PE4249,2024-09-25,Won,No,No,No
PE4655,2025-02-09,Won,No,No,No
PE6173,2024-07-15,Won,No,No,No
PE6173,2025-07-15,Won,No,No,No
PE6235,2025-01-20,Won,No,No,No
PE6235,2026-01-20,Won,Yes,Yes,Yes
PE6598,2025-10-21,Won,No,No,No
PE6819,2025-01-12,Won,No,No,No
PE6846,2025-03-04,Won,No,No,No
PE7543,2025-04-28,Won,No,No,No
PE7669,2024-12-24,Won,No,No,No
PE7694,2024-06-03,Won,No,unknown,No
PE7694,2025-06-03,Won,No,No,No
PE8625,2024-05-28,Won,No,Yes,No
PE9227,2024-05-08,Churned,No,No,No
PE9682,2024-10-31,Won,No,No,No
PF1066,2026-03-01,Won,No,No,No
PF1163,2025-10-25,Churned,No,No,No
PF1649,2025-10-22,Won,No,No,No
PF2325,2026-01-21,Won,No,Yes,No
PF3341,2026-01-24,Won,No,No,No
PF3759,2024-09-26,Won,No,No,No
PF3778,2024-05-14,Won,No,No,No
PF3778,2025-05-14,Won,No,No,Yes
PF3989,2025-01-13,Won,No,No,No
PF4228,2025-01-12,Won,No,No,No
PF4318,2024-09-21,Churned,No,No,No
PF4499,2024-11-01,Won,No,No,No
PF4499,2025-11-01,Won,No,No,No
PF5030,2024-06-15,Won,No,No,No
PF5128,2024-07-24,Won,No,Yes,Yes
PF5350,2025-04-19,Won,No,No,No
PF5366,2024-08-13,Won,No,Yes,No
PF6163,2024-11-29,Won,No,No,No
PF6167,2025-02-25,Won,No,Yes,Yes
PF6167,2026-02-25,Won,No,No,No
PF6519,2025-06-22,Won,No,No,Yes
PF6875,2024-04-29,Won,No,No,No
PF6875,2025-04-29,Won,No,No,No
PF6902,2024-07-14,Won,No,No,No
PF7179,2024-12-16,Won,No,No,Yes
PF7229,2025-10-22,Won,No,Yes,No
PF7479,2024-07-13,Won,No,No,No
PF7574,2025-03-11,Won,No,Yes,No
PF7856,2025-05-24,Won,No,No,No
PF8856,2025-03-05,Won,No,No,No
PF8856,2026-03-05,Won,No,No,No
PF9218,2024-11-22,Won,No,No,No
PF9218,2025-11-22,Won,No,No,No
PF9530,2024-05-21,Won,No,Yes,No
PF9608,2024-08-26,Churned,No,No,No
PF9914,2024-11-05,Won,No,No,No
PF9914,2025-11-05,Won,No,No,No
PG0527,2024-08-19,Won,No,No,No
PG1520,2025-03-22,Won,No,unknown,No
PG2041,2024-07-17,Won,No,No,No
PG2812,2025-06-07,Won,No,No,No
PG2999,2024-07-27,Won,No,No,No
PG2999,2025-07-27,Won,No,No,No
PG3204,2025-11-24,Won,No,No,No
PG3234,2024-09-27,Won,No,Yes,No
PG3921,2025-05-05,Won,No,No,No
PG3971,2024-04-19,Won,No,No,No
PG3971,2025-04-19,Won,No,Yes,No
PG4284,2025-12-01,Won,No,No,No
PG4421,2024-09-30,Won,No,Yes,No
PG4585,2024-09-12,Churned,Yes,No,No
PG4704,2024-09-16,Won,Yes,Yes,No
PG5249,2026-01-12,Won,No,No,No
PG5568,2025-04-20,Won,No,unknown,No
PG5957,2026-01-28,Churned,No,No,No
PG6024,2024-08-30,Won,No,No,No
PG6095,2025-10-14,Won,No,No,No
PG6384,2025-11-22,Won,No,No,No
PG6811,2024-08-17,Won,No,No,No
PG6908,2026-02-14,Won,No,No,No
PG7155,2025-08-06,Churned,No,Yes,No
PG8149,2025-03-02,Won,No,Yes,No
PG8278,2025-04-11,Won,No,No,No
PG9710,2024-10-20,Won,No,No,No
PH0374,2026-01-09,Churned,No,Yes,No
PH0786,2025-02-28,Churned,Yes,Yes,No
PH1191,2024-08-24,Won,No,No,No
PH1206,2024-08-14,Won,No,Yes,Yes
PH1215,2025-05-30,Won,No,No,No
PH1408,2024-08-16,Won,No,No,No
PH1499,2025-04-29,Churned,No,No,No
PH2052,2025-11-02,Won,No,Yes,No
PH2153,2024-07-24,Won,No,No,No
PH3242,2024-06-25,Won,No,No,No
PH3936,2025-08-15,Won,No,No,No
PH4564,2025-05-27,Won,No,Yes,No
PH4676,2024-11-07,Won,No,No,No
PH5747,2025-10-23,Won,No,No,No
PH5995,2025-09-15,Won,No,No,No
PH6455,2026-01-19,Won,No,No,No
PH6694,2026-01-16,Won,No,No,No
PH6827,2025-12-28,Won,No,No,No
PH7172,2025-01-19,Won,No,No,No
PH7453,2025-04-29,Won,No,No,No
PH7552,2026-01-10,Won,No,No,No
PH7563,2024-10-06,Won,No,No,No
PH7563,2025-10-06,Won,No,No,No
PH7658,2024-11-13,Won,No,No,No
PH7668,2025-03-19,Churned,No,unknown,No
PH7783,2025-03-02,Won,No,Yes,Yes
PH8072,2025-05-12,Won,No,No,No
PH8241,2025-01-23,Won,No,No,No
PH8857,2024-05-26,Won,No,No,No
PH9005,2024-07-20,Won,No,No,No
PH9117,2025-03-01,Won,No,No,No
PH9819,2024-09-01,Won,No,No,No
PI0527,2024-09-20,Won,No,No,Yes
PI0642,2025-01-13,Won,No,No,No
PI0642,2026-01-13,Churned,No,No,No
PI1014,2024-06-26,Won,No,Yes,No
PI1014,2025-06-26,Won,No,No,No
PI1607,2025-08-31,Won,No,No,No
PI1715,2025-03-04,Won,No,No,No
PI1846,2026-01-30,Won,No,No,No
PI2045,2025-03-08,Won,No,No,No
PI2045,2026-03-08,Won,No,No,No
PI2149,2025-01-02,Won,No,No,Yes
PI2149,2026-01-02,Won,No,Yes,Yes
PI2439,2024-09-12,Won,No,No,No
PI2768,2025-09-17,Won,No,No,No
PI3706,2026-01-06,Won,No,No,No
PI3772,2024-12-06,Won,No,No,No
PI3810,2025-01-13,Won,Yes,Yes,No
PI3810,2026-01-13,Churned,Yes,Yes,Yes
PI3888,2025-01-10,Won,No,No,No
PI3990,2024-06-30,Won,No,No,Yes
PI4167,2025-05-09,Won,Yes,Yes,No
PI4454,2024-09-09,Won,No,No,No
PI4454,2025-09-09,Won,No,No,No
PI5106,2024-11-25,Won,No,No,No
PI5183,2025-01-02,Won,No,No,No
PI5183,2026-01-02,Won,No,No,No
PI5434,2025-09-24,Won,No,No,No
PI5832,2024-05-17,Churned,No,No,No
PI5900,2024-05-14,Won,No,No,No
PI6350,2024-06-12,Won,No,Yes,No
PI6609,2026-02-20,Won,No,No,Yes
PI7343,2024-06-16,Won,No,No,No
PI7343,2025-06-16,Won,No,No,No
PI7399,2024-05-11,Won,No,No,No
PI7399,2025-05-11,Won,No,No,No
PI7557,2024-05-25,Won,No,No,No
PI7715,2024-09-05,Won,No,No,No
PI7821,2025-11-28,Won,No,No,No
PI8175,2024-09-14,Won,No,No,No
PI8534,2024-11-02,Won,No,No,No
PI9016,2025-03-26,Won,No,No,No
PI9627,2024-07-02,Won,No,Yes,No
PI9972,2024-08-18,Churned,No,No,No
PJ1512,2024-05-19,Won,No,No,No
PJ1918,2025-02-25,Won,No,No,No
PJ2477,2024-09-28,Won,No,No,No
PJ2714,2025-01-29,Won,No,No,Yes
PJ2804,2024-08-25,Won,No,No,No
PJ2840,2025-10-02,Won,No,No,No
PJ3065,2025-11-13,Won,No,No,No
PJ3548,2024-08-16,Won,No,No,No
PJ3548,2025-08-16,Won,No,No,No
PJ4274,2024-11-02,Won,No,No,No
PJ4515,2026-01-08,Churned,No,No,No
PJ4646,2025-12-21,Won,No,No,No
PJ5823,2024-08-16,Won,No,No,No
PJ5823,2025-08-16,Won,No,No,No
PJ6104,2025-12-09,Won,No,No,No
PJ6398,2025-11-19,Won,No,No,No
PJ6425,2025-10-06,Won,No,No,No
PJ6518,2026-02-18,Won,No,Yes,No
PJ7066,2025-08-10,Won,No,No,No
PJ8939,2025-12-19,Won,No,No,No
PJ9375,2024-05-22,Won,No,No,Yes
PJ9437,2026-01-30,Won,No,No,No
PJ9567,2025-12-29,Won,No,No,No
PK0240,2025-05-16,Won,No,No,No
PK0249,2025-06-17,Won,No,No,No
PK1036,2024-12-20,Won,No,No,No
PK1798,2024-05-10,Won,No,No,No
PK2046,2024-06-10,Won,No,Yes,No
PK2582,2024-09-06,Won,No,No,No
PK3003,2024-05-13,Won,No,No,No
PK3003,2025-05-13,Won,No,No,No
PK3640,2025-10-06,Won,No,No,No
PK3958,2024-08-16,Won,No,No,No
PK3958,2025-08-16,Won,No,No,No
PK4436,2024-09-05,Won,No,No,No
PK4436,2025-09-05,Won,No,No,No
PK4550,2026-01-12,Won,unknown,No,No
PK4781,2024-05-16,Won,No,No,No
PK4957,2025-02-17,Won,No,No,No
PK5448,2024-12-01,Won,No,No,Yes
PK5803,2025-04-30,Won,No,No,No
PK5963,2024-12-09,Won,No,No,No
PK6510,2025-12-03,Won,No,No,No
PK6817,2024-08-22,Won,No,No,No
PK6923,2025-06-08,Won,No,No,No
PK6935,2025-03-06,Won,No,No,Yes
PK6982,2024-05-24,Won,No,No,No
PK6982,2025-05-24,Won,No,No,No
PK7123,2024-05-20,Won,No,No,No
PK7349,2024-05-27,Won,No,No,No
PK7349,2025-05-27,Won,No,No,No
PK7534,2024-08-23,Won,No,No,No
PK7623,2024-12-23,Won,No,No,No
PK7837,2024-07-20,Won,No,No,No
PK7837,2025-07-20,Won,No,Yes,No
PK8021,2025-09-27,Won,No,No,No
PK8267,2025-06-12,Won,No,No,No
PK8328,2025-03-26,Won,No,No,No
PK8968,2024-08-23,Won,No,No,No
PK8968,2025-08-23,Won,No,No,No
PK9012,2024-07-13,Won,No,Yes,No
PK9054,2024-05-17,Won,No,No,No
PK9092,2024-12-17,Won,No,unknown,No
PK9159,2025-03-19,Won,No,No,No
PK9326,2024-08-12,Won,No,No,No
PK9326,2025-08-12,Won,No,No,No
PK9472,2024-07-08,Won,No,No,No
PK9472,2025-07-08,Churned,No,No,No
PK9877,2024-07-04,Won,No,No,No
PL0135,2026-01-23,Won,No,No,No
PL0365,2025-02-24,Won,No,No,No
PL1469,2026-01-22,Won,No,No,No
PL1721,2024-06-20,Won,No,Yes,No
PL1721,2025-06-20,Won,No,No,No
PL2567,2025-01-31,Won,No,Yes,No
PL2567,2025-01-31,Won,No,No,No
PL2674,2026-01-02,Churned,No,No,No
PL2863,2024-12-20,Won,Yes,Yes,No
PL3155,2025-07-01,Won,Yes,Yes,Yes
PL3279,2025-03-04,Won,No,No,No
PL3646,2026-01-27,Won,No,No,No
PL4170,2025-04-24,Won,No,No,No
PL4341,2024-05-16,Won,No,No,No
PL4341,2025-05-16,Won,No,No,No
PL5058,2025-05-17,Won,No,No,No
PL5775,2025-05-16,Won,No,No,No
PL6319,2025-03-07,Churned,No,No,No
PL6456,2025-04-25,Won,No,No,No
PL6675,2025-12-09,Won,No,No,No
PL7209,2024-07-16,Churned,No,No,No
PL7257,2025-07-27,Churned,Yes,Yes,No
PL8180,2025-06-26,Churned,No,Yes,No
PL9458,2024-09-12,Won,No,No,No
PL9458,2025-09-12,Won,No,No,No
PM0065,2024-09-01,Churned,No,No,No
PM0315,2025-12-21,Won,No,No,No
PM0609,2026-03-09,Won,No,Yes,No
PM1649,2024-06-22,Won,No,No,No
PM1649,2025-06-22,Won,No,No,No
PM1670,2025-01-12,Won,No,No,No
PM1670,2026-01-12,Won,No,No,No
PM1759,2024-08-31,Won,No,No,No
PM1928,2024-06-30,Churned,Yes,Yes,No
PM1947,2024-09-14,Won,No,No,No
PM2237,2025-11-13,Won,No,No,No
PM2370,2025-05-30,Won,No,No,No
PM2624,2025-04-25,Won,No,unknown,No
PM2704,2024-09-05,Won,No,No,No
PM2995,2025-01-12,Won,No,No,No
PM3326,2025-03-20,Won,No,No,No
PM4249,2026-01-12,Won,No,No,No
PM4377,2024-04-18,Churned,No,No,No
PM4503,2024-09-10,Won,No,Yes,No
PM4626,2025-06-12,Won,No,No,No
PM5344,2025-01-22,Won,No,No,No
PM5344,2026-01-22,Won,No,No,No
PM5813,2025-06-28,Won,No,No,No
PM5851,2025-01-26,Won,No,No,No
PM6422,2024-06-24,Won,No,No,Yes
PM6931,2025-03-02,Won,No,Yes,No
PM8589,2024-08-01,Won,No,Yes,No
PM9629,2024-10-18,Won,No,No,No
PM9637,2024-06-27,Won,No,No,No
PM9637,2025-06-27,Won,No,No,No
PM9780,2025-02-09,Churned,No,Yes,No
PN0248,2024-05-15,Churned,No,No,Yes
PN0308,2025-06-17,Won,No,No,No
PN0478,2024-08-29,Won,No,No,No
PN0478,2025-08-29,Won,No,No,No
PN1558,2024-06-26,Won,No,Yes,Yes
PN1558,2025-06-26,Won,No,No,No
PN2484,2024-05-11,Won,No,No,No
PN2484,2025-05-11,Won,No,No,No
PN2986,2024-11-27,Churned,No,No,Yes
PN3047,2025-05-19,Won,Yes,Yes,No
PN3107,2024-08-30,Won,No,Yes,No
PN3107,2025-08-30,Won,Yes,No,No
PN3128,2025-04-01,Won,No,unknown,No
PN4062,2025-02-12,Won,No,No,No
PN4264,2024-05-30,Won,No,No,No
PN4264,2025-05-30,Won,No,No,No
PN4303,2025-04-13,Won,No,unknown,No
PN4417,2025-05-17,Won,No,No,No
PN4656,2024-10-03,Won,No,No,Yes
PN4675,2024-08-21,Churned,No,No,No
PN4904,2024-04-30,Won,No,No,No
PN4904,2025-04-30,Won,No,Yes,Yes
PN5847,2025-11-28,Won,No,No,No
PN6803,2025-01-14,Won,No,No,No
PN7477,2025-08-24,Won,No,No,No
PN8070,2024-10-28,Won,No,No,No
PN8660,2024-09-27,Churned,No,No,No
PN8967,2024-11-11,Won,No,No,No
PN9049,2025-12-15,Won,No,No,No
PN9082,2025-08-30,Won,No,No,No
PN9100,2024-08-13,Won,No,No,No
PN9206,2024-11-20,Won,No,No,No
PN9560,2025-01-21,Won,No,Yes,No
PN9982,2025-08-10,Churned,No,No,No
PO0237,2024-10-31,Won,No,No,No
PO0237,2025-10-31,Won,No,No,No
PO0420,2025-03-28,Won,No,unknown,No
PO1069,2024-06-12,Won,No,No,Yes
PO1128,2024-11-02,Won,No,Yes,Yes
PO1128,2025-11-02,Won,No,No,No
PO1241,2025-03-15,Won,No,No,Yes
PO1472,2025-08-31,Won,No,No,No
PO1899,2024-08-08,Churned,Yes,Yes,No
PO2068,2024-08-24,Won,No,No,No
PO2189,2024-08-31,Won,No,Yes,Yes
PO2243,2025-05-25,Won,No,No,No
PO3030,2024-07-05,Won,No,No,No
PO3145,2024-09-03,Won,No,Yes,Yes
PO3145,2025-09-03,Churned,No,Yes,Yes
PO3372,2024-04-28,Won,No,No,No
PO3499,2025-06-13,Won,No,No,No
PO4013,2024-09-21,Won,No,Yes,No
PO4013,2025-09-21,Won,No,No,No
PO4505,2024-11-08,Won,No,No,Yes
PO4732,2024-07-31,Churned,No,No,No
PO4804,2024-06-30,Churned,No,No,No
PO4818,2024-09-05,Won,No,No,No
PO4877,2025-03-07,Won,No,No,No
PO5774,2025-09-03,Won,No,No,No
PO5877,2025-10-08,Won,No,No,No
PO5898,2025-02-21,Won,No,No,No
PO5902,2025-02-28,Won,No,No,Yes
PO6118,2025-02-14,Won,No,No,No
PO6137,2024-05-12,Won,No,No,No
PO6508,2025-06-28,Churned,No,No,No
PO7329,2024-12-22,Won,No,No,No
PO7329,2025-12-22,Won,No,No,No
PO8288,2024-09-14,Won,No,No,No
